ExCluster_ID	GeneID	Coordinate	Species	Membership_score
GF_000021.001	FBgn0028475	chr3R:23754809-23755213:-	dm6	0.290
GF_000021.002	ENSG00000071537	chr14:81487390-81487538:-	hg38	0.200
GF_000021.002	FBgn0028475	chr3R:23755939-23756087:-	dm6	0.200
GF_000021.003	AT1G73570	chr1:27651949-27652014:+	araTha10	0.200
GF_000021.003	ENSG00000071537	chr14:81489252-81489314:-	hg38	0.200
GF_000022.001	AT1G20760	chr1:7209515-7209655:+	araTha10	0.120
GF_000022.001	AT1G21630	chr1:7581457-7581603:+	araTha10	0.120
GF_000022.001	ENSG00000135597	chr6:138987530-138987640:-	hg38	0.120
GF_000022.001	ENSG00000169891	chrX:16946862-16947134:+	hg38	0.080
GF_000022.001	FBgn0032341	chr2L:11106067-11106213:-	dm6	0.140
GF_000022.001	WBGene00006405	chrIV:17119684-17119833:+	ce11	0.040
GF_000022.002	AT3G20290	chr3:7075060-7075242:-	araTha10	0.050
GF_000022.002	ENSG00000127527	chr19:16402309-16402485:-	hg38	0.090
GF_000022.002	FBgn0035060	chr2R:24772098-24772541:-	dm6	0.050
GF_000022.003	AT3G20290	chr3:7078011-7078079:-	araTha10	0.180
GF_000022.003	AT4G05520	chr4:2804921-2804989:+	araTha10	0.090
GF_000022.003	AT4G05520	chr4:2805675-2805785:+	araTha10	0.050
GF_000022.003	ENSG00000085832	chr1:51471690-51471737:-	hg38	0.170
GF_000022.003	ENSG00000127527	chr19:16440862-16440909:-	hg38	0.120
GF_000022.004	AT3G20290	chr3:7078571-7078655:-	araTha10	0.050
GF_000022.004	ENSG00000205726	chr21:33721178-33721270:+	hg38	0.050
GF_000022.005	AT4G05520	chr4:2805380-2805422:+	araTha10	0.050
GF_000022.005	ENSG00000169891	chrX:17068402-17068471:+	hg38	0.050
GF_000022.006	AT4G05520	chr4:2806998-2807124:+	araTha10	0.050
GF_000022.006	FBgn0023388	chr2L:21140009-21140156:-	dm6	0.050
GF_000022.007	AT3G20290	chr3:7077409-7077470:-	araTha10	0.090
GF_000022.007	AT4G05520	chr4:2805237-2805292:+	araTha10	0.050
GF_000022.007	ENSG00000085832	chr1:51465267-51465326:-	hg38	0.090
GF_000022.007	ENSG00000127527	chr19:16436937-16436999:-	hg38	0.050
GF_000022.008	AT3G20290	chr3:7077871-7077928:-	araTha10	0.090
GF_000022.008	ENSG00000085832	chr1:51468473-51468568:-	hg38	0.050
GF_000022.008	ENSG00000127527	chr19:16437770-16437865:-	hg38	0.050
GF_000022.009	ENSG00000103966	chr15:41928760-41928812:-	hg38	0.050
GF_000022.009	WBGene00012696	chrV:18987428-18987486:-	ce11	0.050
GF_000022.010	ENSG00000110047	chr11:64859924-64860336:-	hg38	0.050
GF_000022.010	FBgn0032341	chr2L:11103844-11104280:-	dm6	0.050
GF_000022.011	ENSG00000198399	chr2:24246130-24246320:-	hg38	0.090
GF_000022.011	ENSG00000205726	chr21:33836441-33836631:+	hg38	0.050
GF_000022.011	FBgn0016693	chr3R:12703639-12703812:+	dm6	0.050
GF_000022.011	FBgn0023388	chr2L:21137515-21137688:-	dm6	0.090
GF_000022.012	ENSG00000135597	chr6:138941335-138941489:-	hg38	0.050
GF_000022.012	FBgn0016693	chr3R:12703876-12704078:+	dm6	0.050
GF_000022.013	ENSG00000205726	chr21:33865151-33865334:+	hg38	0.050
GF_000022.013	FBgn0023388	chr2L:21134704-21135029:-	dm6	0.050
GF_000022.014	FBgn0035060	chr2R:24774577-24774813:-	dm6	0.050
GF_000022.014	WBGene00001224	chrII:5820830-5821010:+	ce11	0.050
GF_000022.015	ENSG00000085832	chr1:51481273-51481314:-	hg38	0.050
GF_000022.015	ENSG00000127527	chr19:16442178-16442219:-	hg38	0.050
GF_000022.015	FBgn0035060	chr2R:24774908-24774973:-	dm6	0.210
GF_000022.015	WBGene00001224	chrII:5820720-5820782:+	ce11	0.120
GF_000023.001	ENSG00000123091	chr1:51236757-51236879:+	hg38	0.500
GF_000023.001	FBgn0052850	chr4:316417-316509:+	dm6	0.670
GF_000023.001	WBGene00007226	chrII:9272960-9273024:-	ce11	0.170
GF_000023.002	ENSG00000123091	chr1:51271151-51271319:+	hg38	0.330
GF_000023.002	FBgn0052850	chr4:319449-319796:+	dm6	0.330
GF_000023.002	WBGene00007226	chrII:9271729-9271957:-	ce11	0.330
GF_000024.001	AT1G20880	chr1:7264140-7264284:-	araTha10	0.120
GF_000024.001	AT1G22330	chr1:7886951-7887074:+	araTha10	0.120
GF_000024.001	AT1G22910	chr1:8106106-8106238:+	araTha10	0.180
GF_000024.001	AT1G33470	chr1:12144874-12145006:+	araTha10	0.240
GF_000024.001	AT1G76460	chr1:28687932-28688076:-	araTha10	0.060
GF_000024.001	AT1G78260	chr1:29447582-29447705:+	araTha10	0.240
GF_000024.001	AT2G46780	chr2:19229807-19229942:+	araTha10	0.120
GF_000024.001	AT5G53680	chr5:21798629-21798783:+	araTha10	0.060
GF_000024.001	AT5G53720	chr5:21806872-21807009:+	araTha10	0.180
GF_000024.001	ENSG00000112183	chr6:17282805-17282928:+	hg38	0.230
GF_000024.001	ENSG00000132819	chr20:57392654-57392777:+	hg38	0.260
GF_000024.001	WBGene00006321	chrX:3905491-3905620:+	ce11	0.450
GF_000024.002	AT1G20880	chr1:7264628-7264834:-	araTha10	0.370
GF_000024.002	AT1G22330	chr1:7886693-7886878:+	araTha10	0.370
GF_000024.002	AT1G22910	chr1:8105808-8105981:+	araTha10	0.370
GF_000024.002	AT1G33470	chr1:12144632-12144787:+	araTha10	0.420
GF_000024.002	AT1G76460	chr1:28688300-28688506:-	araTha10	0.370
GF_000024.002	AT1G78260	chr1:29447317-29447502:+	araTha10	0.370
GF_000024.002	AT2G46780	chr2:19229516-19229716:+	araTha10	0.370
GF_000024.002	AT5G53680	chr5:21798382-21798555:+	araTha10	0.370
GF_000024.002	AT5G53720	chr5:21806622-21806783:+	araTha10	0.370
GF_000024.002	ENSG00000112183	chr6:17281582-17281749:+	hg38	0.900
GF_000024.002	ENSG00000112183	chr6:17282337-17282398:+	hg38	0.030
GF_000024.002	ENSG00000132819	chr20:57391582-57391818:+	hg38	0.900
GF_000024.002	WBGene00006321	chrX:3904914-3905071:+	ce11	0.310
GF_000024.003	AT1G33470	chr1:12145353-12145479:+	araTha10	0.080
GF_000024.003	WBGene00006321	chrX:3905809-3905878:+	ce11	0.080
GF_000024.004	AT5G53680	chr5:21798929-21799106:+	araTha10	0.080
GF_000024.004	WBGene00006321	chrX:3906814-3906974:+	ce11	0.080
GF_000024.005	ENSG00000112183	chr6:17290849-17290864:+	hg38	0.080
GF_000024.005	WBGene00006321	chrX:3906139-3906151:+	ce11	0.080
GF_000024.006	AT2G46780	chr2:19230468-19230834:+	araTha10	0.080
GF_000024.006	ENSG00000112183	chr6:17291756-17292116:+	hg38	0.080
GF_000024.007	AT1G20880	chr1:7263285-7263327:-	araTha10	0.080
GF_000024.007	ENSG00000132819	chr20:57399928-57399949:+	hg38	0.080
GF_000024.008	AT1G22330	chr1:7888317-7888623:+	araTha10	0.080
GF_000024.008	ENSG00000132819	chr20:57407543-57407843:+	hg38	0.080
GF_000025.001	AT1G22760	chr1:8055599-8055902:+	araTha10	0.520
GF_000025.001	AT1G49760	chr1:18416740-18417034:+	araTha10	0.780
GF_000025.001	AT1G71770	chr1:26993156-26993489:-	araTha10	0.700
GF_000025.001	AT2G23350	chr2:9943209-9943506:+	araTha10	0.700
GF_000025.001	AT4G34110	chr4:16336732-16336999:+	araTha10	0.780
GF_000025.001	ENSG00000070756	chr8:100721391-100721583:-	hg38	0.810
GF_000025.001	ENSG00000090621	chr1:39575759-39575951:-	hg38	0.810
GF_000025.001	ENSG00000101104	chr20:44910144-44910336:+	hg38	0.670
GF_000025.001	FBgn0265297	chr2R:18141507-18141672:+	dm6	0.970
GF_000025.001	WBGene00003902	chrI:10434976-10435231:-	ce11	0.930
GF_000025.001	WBGene00003903	chrX:13525489-13525819:-	ce11	0.790
GF_000025.002	AT1G22760	chr1:8056417-8057198:+	araTha10	0.080
GF_000025.002	AT1G34140	chr1:12433977-12434735:-	araTha10	0.080
GF_000025.002	AT1G71770	chr1:26992205-26992986:-	araTha10	0.080
GF_000025.002	WBGene00003902	chrI:10434088-10434678:-	ce11	0.180
GF_000025.003	AT1G22760	chr1:8058584-8058796:+	araTha10	0.270
GF_000025.003	AT1G49760	chr1:18419511-18419750:+	araTha10	0.070
GF_000025.003	AT1G71770	chr1:26990780-26991007:-	araTha10	0.070
GF_000025.003	AT2G23350	chr2:9945781-9946038:+	araTha10	0.070
GF_000025.003	AT4G34110	chr4:16339674-16339889:+	araTha10	0.070
GF_000025.003	ENSG00000101104	chr20:44934501-44934532:+	hg38	0.040
GF_000025.003	WBGene00003902	chrI:10433047-10433244:-	ce11	0.300
GF_000025.004	AT1G49760	chr1:18418935-18419129:+	araTha10	0.070
GF_000025.004	AT4G34110	chr4:16339167-16339337:+	araTha10	0.130
GF_000025.004	ENSG00000070756	chr8:100706651-100706779:-	hg38	0.060
GF_000025.004	WBGene00003903	chrX:13523674-13523922:-	ce11	0.120
GF_000025.005	AT1G34140	chr1:12433359-12433742:-	araTha10	0.060
GF_000025.005	ENSG00000070756	chr8:100709459-100709731:-	hg38	0.130
GF_000025.005	ENSG00000090621	chr1:39565106-39565378:-	hg38	0.070
GF_000025.005	WBGene00003902	chrI:10433757-10434041:-	ce11	0.120
GF_000025.006	AT1G49760	chr1:18417366-18417484:+	araTha10	0.100
GF_000025.006	AT2G23350	chr2:9943719-9943837:+	araTha10	0.100
GF_000025.006	AT4G34110	chr4:16337233-16337351:+	araTha10	0.100
GF_000025.006	ENSG00000070756	chr8:100718087-100718280:-	hg38	0.240
GF_000025.006	ENSG00000090621	chr1:39572393-39572586:-	hg38	0.240
GF_000025.006	ENSG00000101104	chr20:44912660-44912853:+	hg38	0.050
GF_000025.006	WBGene00003902	chrI:10434731-10434924:-	ce11	0.130
GF_000025.006	WBGene00003903	chrX:13524782-13525094:-	ce11	0.090
GF_000026.001	ENSG00000185669	chr16:88678935-88679080:-	hg38	0.170
GF_000026.001	WBGene00016948	chrI:2570646-2570743:+	ce11	0.170
GF_000026.002	ENSG00000019549	chr8:48918810-48918988:-	hg38	0.170
GF_000026.002	ENSG00000124216	chr20:49987872-49988053:+	hg38	0.170
GF_000026.002	ENSG00000185669	chr16:88678451-88678629:-	hg38	0.170
GF_000026.002	WBGene00019299	chrIV:311555-311775:-	ce11	0.300
GF_000027.001	AT4G09930	chr4:6228556-6228598:+	araTha10	0.330
GF_000027.001	ENSG00000133574	chr7:150569902-150569959:+	hg38	0.250
GF_000027.001	ENSG00000213203	chr7:150719048-150719090:+	hg38	0.250
GF_000030.001	AT5G03250	chr5:776430-776852:+	araTha10	0.600
GF_000030.001	AT5G66560	chr5:26566093-26566659:+	araTha10	0.100
GF_000030.001	ENSG00000205189	chr8:80519223-80519525:+	hg38	0.400
GF_000030.001	ENSG00000273274	chr1:32485101-32485415:+	hg38	0.300
GF_000030.002	AT1G30440	chr1:10761573-10762196:+	araTha10	0.120
GF_000030.002	AT3G50840	chr3:18896356-18896838:-	araTha10	0.120
GF_000030.002	ENSG00000130584	chr20:63746933-63747301:-	hg38	0.200
GF_000031.001	AT2G32950	chr2:13981673-13981771:+	araTha10	0.330
GF_000031.001	ENSG00000143207	chr1:176043216-176043267:-	hg38	0.330
GF_000032.001	AT2G37150	chr2:15604025-15604162:-	araTha10	0.330
GF_000032.001	FBgn0034314	chr2R:18182140-18182376:+	dm6	0.330
GF_000034.001	AT1G54510	chr1:20361179-20361259:-	araTha10	0.560
GF_000034.001	AT3G04810	chr3:1318898-1318978:+	araTha10	0.170
GF_000034.001	AT3G20860	chr3:7306908-7306988:+	araTha10	0.560
GF_000034.001	AT3G44200	chr3:15907557-15907637:+	araTha10	0.560
GF_000034.001	AT3G63280	chr3:23379368-23379448:+	araTha10	0.560
GF_000034.001	AT5G28290	chr5:10280870-10280950:-	araTha10	0.560
GF_000034.001	ENSG00000136098	chr13:52152609-52152692:-	hg38	0.730
GF_000034.001	ENSG00000137601	chr4:169590726-169590809:-	hg38	0.730
GF_000034.001	ENSG00000137601	chr4:169593089-169593139:-	hg38	0.230
GF_000034.001	ENSG00000197168	chr13:52110494-52110577:-	hg38	0.730
GF_000034.002	AT1G54510	chr1:20361921-20362006:-	araTha10	0.070
GF_000034.002	AT3G04810	chr3:1318096-1318181:+	araTha10	0.070
GF_000034.002	AT3G20860	chr3:7306147-7306265:+	araTha10	0.070
GF_000034.002	AT3G63280	chr3:23378582-23378667:+	araTha10	0.070
GF_000034.002	AT5G28290	chr5:10281795-10281880:-	araTha10	0.140
GF_000034.002	ENSG00000114670	chr3:131029709-131029878:+	hg38	0.200
GF_000034.002	ENSG00000114904	chr3:52770654-52770746:-	hg38	0.100
GF_000036.001	ENSG00000168894	chr2:85597104-85597193:+	hg38	0.330
GF_000036.001	FBgn0038627	chr3R:18590521-18590652:+	dm6	0.330
GF_000037.001	ENSG00000015171	chr10:252348-252467:+	hg38	0.500
GF_000037.001	WBGene00000262	chrX:13599233-13599388:+	ce11	0.500
GF_000037.001	WBGene00017757	chrIII:911846-912016:+	ce11	0.170
GF_000037.002	ENSG00000112983	chr5:138165828-138165962:-	hg38	0.170
GF_000037.002	WBGene00017757	chrIII:911278-911418:+	ce11	0.170
GF_000037.003	AT1G61215	chr1:22573818-22573867:+	araTha10	0.170
GF_000037.003	ENSG00000112983	chr5:138171360-138171410:-	hg38	0.170
GF_000037.004	ENSG00000015171	chr10:248903-249088:+	hg38	0.170
GF_000037.004	WBGene00000262	chrX:13598793-13598999:+	ce11	0.170
GF_000040.001	AT1G71800	chr1:26999606-26999642:+	araTha10	0.780
GF_000040.001	ENSG00000101811	chrX:100820417-100820474:+	hg38	0.860
GF_000040.001	ENSG00000101811	chrX:100820618-100820648:+	hg38	0.290
GF_000040.001	WBGene00000774	chrIII:13268812-13268875:-	ce11	0.780
GF_000040.002	AT1G71800	chr1:26999745-26999823:+	araTha10	0.430
GF_000040.002	ENSG00000101811	chrX:100821527-100821605:+	hg38	0.570
GF_000040.002	FBgn0027841	chr3R:18659705-18659841:+	dm6	0.140
GF_000040.003	AT1G71800	chr1:27001698-27001847:+	araTha10	0.200
GF_000040.003	ENSG00000101811	chrX:100838239-100838358:+	hg38	0.200
GF_000042.001	ENSG00000105419	chr19:47407079-47407137:-	hg38	0.230
GF_000042.001	ENSG00000134138	chr15:36896628-36896686:-	hg38	0.230
GF_000042.001	ENSG00000143995	chr2:66567453-66567511:+	hg38	0.310
GF_000042.001	FBgn0001235	chr3R:10511759-10511817:-	dm6	0.530
GF_000042.001	WBGene00006796	chrV:4509879-4510148:+	ce11	0.060
GF_000042.002	ENSG00000105419	chr19:47407352-47407428:-	hg38	0.230
GF_000042.002	ENSG00000134138	chr15:36950324-36950400:-	hg38	0.230
GF_000042.002	ENSG00000143995	chr2:66547943-66548019:+	hg38	0.460
GF_000042.002	ENSG00000160199	chr21:43024871-43024947:+	hg38	0.310
GF_000042.002	ENSG00000165495	chr11:125429012-125429088:+	hg38	0.310
GF_000042.002	FBgn0001235	chr3R:10514268-10514344:-	dm6	0.570
GF_000042.002	WBGene00006796	chrV:4505829-4505905:+	ce11	0.480
GF_000042.003	ENSG00000105419	chr19:47407469-47407566:-	hg38	0.090
GF_000042.003	WBGene00009560	chrX:15418922-15419047:+	ce11	0.090
GF_000042.004	AT2G27220	chr2:11639103-11639537:-	araTha10	0.090
GF_000042.004	ENSG00000105419	chr19:47414717-47414938:-	hg38	0.090
GF_000042.005	ENSG00000105419	chr19:47415051-47415101:-	hg38	0.230
GF_000042.005	ENSG00000134138	chr15:37094527-37094577:-	hg38	0.310
GF_000042.005	ENSG00000143995	chr2:66441414-66441464:+	hg38	0.230
GF_000042.005	FBgn0001235	chr3R:10591409-10591459:-	dm6	0.590
GF_000042.005	WBGene00006796	chrV:4501917-4502024:+	ce11	0.120
GF_000042.006	ENSG00000105419	chr19:47416652-47416702:-	hg38	0.270
GF_000042.006	ENSG00000134138	chr15:37095564-37095614:-	hg38	0.270
GF_000042.006	ENSG00000143995	chr2:66440562-66440612:+	hg38	0.270
GF_000042.006	FBgn0001235	chr3R:10593551-10593601:-	dm6	0.600
GF_000042.007	ENSG00000105419	chr19:47416804-47416963:-	hg38	0.460
GF_000042.007	ENSG00000134138	chr15:37096289-37096430:-	hg38	0.460
GF_000042.007	ENSG00000143995	chr2:66439843-66439984:+	hg38	0.310
GF_000042.007	ENSG00000160199	chr21:43010053-43010224:+	hg38	0.080
GF_000042.007	ENSG00000165495	chr11:125385551-125385618:+	hg38	0.150
GF_000042.007	FBgn0001235	chr3R:10602792-10602933:-	dm6	0.670
GF_000042.007	WBGene00006796	chrV:4501719-4501869:+	ce11	0.520
GF_000042.008	ENSG00000105419	chr19:47417178-47417350:-	hg38	0.460
GF_000042.008	ENSG00000134138	chr15:37097967-37098199:-	hg38	0.460
GF_000042.008	ENSG00000143995	chr2:66437737-66437963:+	hg38	0.460
GF_000042.008	ENSG00000165495	chr11:125367846-125367985:+	hg38	0.080
GF_000042.008	FBgn0001235	chr3R:10605088-10605368:-	dm6	0.530
GF_000042.008	WBGene00006796	chrV:4501219-4501400:+	ce11	0.580
GF_000042.009	ENSG00000105419	chr19:47419070-47419081:-	hg38	0.310
GF_000042.009	ENSG00000134138	chr15:37099455-37099466:-	hg38	0.460
GF_000042.009	ENSG00000143995	chr2:66435857-66435868:+	hg38	0.310
GF_000042.009	FBgn0001235	chr3R:10612985-10612999:-	dm6	0.350
GF_000042.009	WBGene00006796	chrV:4499796-4499807:+	ce11	0.590
GF_000042.010	ENSG00000105419	chr19:47406888-47406971:-	hg38	0.090
GF_000042.010	ENSG00000134138	chr15:36895149-36895240:-	hg38	0.270
GF_000042.010	ENSG00000143995	chr2:66568667-66568776:+	hg38	0.270
GF_000042.010	FBgn0001235	chr3R:10511380-10511537:-	dm6	0.470
GF_000042.011	AT1G75430	chr1:28308503-28308891:-	araTha10	0.060
GF_000042.011	ENSG00000134138	chr15:37093581-37093730:-	hg38	0.070
GF_000042.011	ENSG00000143995	chr2:66442902-66443048:+	hg38	0.200
GF_000042.011	FBgn0001235	chr3R:10585671-10585928:-	dm6	0.350
GF_000042.011	WBGene00006796	chrV:4502583-4502840:+	ce11	0.060
GF_000042.012	ENSG00000143995	chr2:66464109-66464220:+	hg38	0.150
GF_000042.012	FBgn0001235	chr3R:10561909-10562032:-	dm6	0.090
GF_000042.012	FBgn0001235	chr3R:10583802-10583873:-	dm6	0.090
GF_000042.013	ENSG00000105419	chr19:47409099-47409247:-	hg38	0.080
GF_000042.013	ENSG00000134138	chr15:37036814-37036959:-	hg38	0.080
GF_000042.013	ENSG00000143995	chr2:66512149-66512294:+	hg38	0.150
GF_000042.013	FBgn0001235	chr3R:10521072-10521220:-	dm6	0.180
GF_000042.013	WBGene00006796	chrV:4505359-4505516:+	ce11	0.060
GF_000046.001	AT2G04750	chr2:1659765-1659923:-	araTha10	0.170
GF_000046.001	AT5G48460	chr5:19636228-19636374:-	araTha10	0.170
GF_000046.001	WBGene00022223	chrX:209111-209224:-	ce11	0.170
GF_000046.001	WBGene00022425	chrIV:1295610-1295723:+	ce11	0.170
GF_000046.002	AT5G48460	chr5:19638669-19638910:-	araTha10	0.100
GF_000046.002	ENSG00000102024	chrX:115629835-115629967:+	hg38	0.100
GF_000046.003	AT2G04750	chr2:1661847-1662018:-	araTha10	0.100
GF_000046.003	AT4G26700	chr4:13464517-13464688:+	araTha10	0.100
GF_000046.003	AT5G35700	chr5:13875497-13875668:-	araTha10	0.100
GF_000046.003	AT5G48460	chr5:19638418-19638589:-	araTha10	0.100
GF_000046.003	ENSG00000102024	chrX:115634000-115634081:+	hg38	0.250
GF_000046.004	AT2G04750	chr2:1662113-1662333:-	araTha10	0.100
GF_000046.004	AT4G26700	chr4:13464190-13464431:+	araTha10	0.100
GF_000046.004	AT5G35700	chr5:13875752-13875990:-	araTha10	0.100
GF_000046.004	AT5G55400	chr5:22458278-22458516:-	araTha10	0.100
GF_000046.004	ENSG00000120756	chr3:142670993-142671117:+	hg38	0.250
GF_000048.001	ENSG00000103184	chr16:4959324-4959386:+	hg38	0.360
GF_000048.001	ENSG00000129657	chr17:77143597-77143659:+	hg38	0.450
GF_000048.001	FBgn0031814	chr2L:6455535-6455597:-	dm6	0.270
GF_000048.001	FBgn0052485	chr3L:3050539-3050697:+	dm6	0.090
GF_000048.001	WBGene00011962	chrIII:9236253-9236315:-	ce11	0.540
GF_000048.002	ENSG00000103184	chr16:5014859-5014967:+	hg38	0.430
GF_000048.002	ENSG00000129657	chr17:77213918-77214019:+	hg38	0.430
GF_000048.002	WBGene00011962	chrIII:9231741-9231834:-	ce11	0.670
GF_000048.003	AT5G47510	chr5:19275465-19275731:+	araTha10	0.090
GF_000048.003	ENSG00000103184	chr16:4987557-4987706:+	hg38	0.110
GF_000048.003	ENSG00000129657	chr17:77190803-77190952:+	hg38	0.220
GF_000048.003	WBGene00011962	chrIII:9235920-9236201:-	ce11	0.180
GF_000048.004	ENSG00000129657	chr17:77206815-77206862:+	hg38	0.140
GF_000048.004	FBgn0031814	chr2L:6451618-6451736:-	dm6	0.140
GF_000048.005	ENSG00000103184	chr16:5011095-5011273:+	hg38	0.140
GF_000048.005	ENSG00000129657	chr17:77213314-77213492:+	hg38	0.140
GF_000048.005	WBGene00011962	chrIII:9232184-9232332:-	ce11	0.220
GF_000049.001	AT1G77300	chr1:29043620-29043697:-	araTha10	0.300
GF_000049.001	ENSG00000181555	chr3:47103346-47103423:-	hg38	0.300
GF_000049.002	AT2G16485	chr2:7143373-7145222:-	araTha10	0.100
GF_000049.002	ENSG00000181555	chr3:47120182-47124548:-	hg38	0.100
GF_000049.003	AT2G18090	chr2:7865060-7865247:+	araTha10	0.100
GF_000049.003	ENSG00000109685	chr4:1916871-1917037:+	hg38	0.100
GF_000049.004	ENSG00000116539	chr1:155520246-155520356:-	hg38	0.100
GF_000049.004	WBGene00016603	chrI:4264249-4264323:+	ce11	0.100
GF_000049.005	ENSG00000116539	chr1:155521100-155521519:-	hg38	0.100
GF_000049.005	WBGene00016603	chrI:4262986-4263781:+	ce11	0.100
GF_000049.006	ENSG00000181555	chr3:47017096-47017254:-	hg38	0.100
GF_000049.006	FBgn0030486	chrX:13420597-13420752:+	dm6	0.100
GF_000049.007	AT1G77300	chr1:29046344-29048810:-	araTha10	0.080
GF_000049.007	ENSG00000165671	chr5:177209636-177212195:+	hg38	0.080
GF_000049.007	FBgn0030486	chrX:13413467-13417519:+	dm6	0.170
GF_000050.001	AT2G16940	chr2:7344674-7344757:-	araTha10	0.140
GF_000050.001	AT5G09880	chr5:3082915-3083001:-	araTha10	0.140
GF_000050.001	ENSG00000100461	chr14:22904261-22904326:-	hg38	0.220
GF_000050.002	AT2G16940	chr2:7345400-7345455:-	araTha10	0.180
GF_000050.002	AT5G09880	chr5:3083929-3083984:-	araTha10	0.450
GF_000050.002	ENSG00000100461	chr14:22905158-22905246:-	hg38	0.220
GF_000050.002	ENSG00000131051	chr20:35724676-35724722:-	hg38	0.220
GF_000050.002	ENSG00000131051	chr20:35738968-35739017:-	hg38	0.330
GF_000050.003	AT2G16940	chr2:7344966-7345197:-	araTha10	0.090
GF_000050.003	AT5G09880	chr5:3083116-3083329:-	araTha10	0.270
GF_000050.003	ENSG00000100461	chr14:22904875-22904988:-	hg38	0.220
GF_000050.003	ENSG00000131051	chr20:35721740-35721839:-	hg38	0.110
GF_000050.003	ENSG00000131051	chr20:35734898-35735081:-	hg38	0.110
GF_000050.004	AT2G16940	chr2:7345557-7345613:-	araTha10	0.220
GF_000050.004	AT2G16940	chr2:7345695-7345776:-	araTha10	0.110
GF_000050.004	AT5G09880	chr5:3084381-3084437:-	araTha10	0.220
GF_000050.004	ENSG00000100461	chr14:22905336-22905398:-	hg38	0.270
GF_000050.004	ENSG00000131051	chr20:35725038-35725112:-	hg38	0.180
GF_000050.005	ENSG00000131051	chr20:35739413-35739547:-	hg38	0.140
GF_000050.005	FBgn0031883	chr2L:7035407-7035561:+	dm6	0.140
GF_000050.006	ENSG00000100461	chr14:22911328-22911393:-	hg38	0.110
GF_000050.006	ENSG00000131051	chr20:35740824-35740874:-	hg38	0.440
GF_000050.006	FBgn0031883	chr2L:7032965-7033018:+	dm6	0.270
GF_000050.006	WBGene00021921	chrIV:1012788-1012850:+	ce11	0.180
GF_000050.007	ENSG00000100461	chr14:22904164-22904190:-	hg38	0.140
GF_000050.007	FBgn0031883	chr2L:7035075-7035086:+	dm6	0.140
GF_000050.008	FBgn0031883	chr2L:7036812-7037447:+	dm6	0.140
GF_000050.008	WBGene00021921	chrIV:1017033-1017722:+	ce11	0.140
GF_000050.009	FBgn0031883	chr2L:7036185-7036722:+	dm6	0.140
GF_000050.009	WBGene00021921	chrIV:1015475-1015993:+	ce11	0.140
GF_000052.001	ENSG00000145220	chr4:4283621-4283742:-	hg38	0.330
GF_000052.001	WBGene00007628	chrIII:4164121-4164171:-	ce11	0.330
GF_000053.001	AT1G03920	chr1:1001473-1001747:+	araTha10	0.400
GF_000053.001	AT1G30640	chr1:10861297-10861520:+	araTha10	0.270
GF_000053.001	AT2G19400	chr2:8402303-8402481:-	araTha10	0.270
GF_000053.001	AT2G20470	chr2:8829262-8829497:-	araTha10	0.270
GF_000053.001	AT3G23310	chr3:8339799-8340022:+	araTha10	0.270
GF_000053.001	AT4G14350	chr4:8259714-8259934:-	araTha10	0.270
GF_000053.001	AT4G33080	chr4:15960146-15960291:+	araTha10	0.270
GF_000053.001	AT5G09890	chr5:3088673-3088842:-	araTha10	0.270
GF_000053.001	ENSG00000112079	chr6:36540072-36540202:-	hg38	0.890
GF_000053.001	ENSG00000211455	chr12:27297721-27297854:+	hg38	0.370
